Time,Label,Subject,EDA_SCR,EDA_AUC,EDA_Tonic,HRV_RMSSD,HRV_SDNN,HRV_LFHF
1920.0,0,S2,91,3.802516353311204,1.0915868051052213,69.03419438431524,94.54237592897991,3.787410270711855
1980.0,0,S2,87,3.9380804292380645,1.1054125413038758,65.20015662687987,78.15760843571704,7.399319424535179
2040.0,0,S2,91,3.572450181643652,1.098433286355198,41.42074111235248,74.0180620183644,4.663053912084477
2100.0,0,S2,92,3.4114432803527444,1.0939155100348934,34.384515478872956,63.94807514033089,4.715708864893722
2160.0,0,S2,90,3.984727509879085,1.1456326504402827,39.482524004005164,71.60892980514949,4.8052382025519265
2280.0,1,S2,91,4.507709889257631,1.1865242417782678,50.125013783566395,65.6713291531448,1.6723947857610608
2340.0,1,S2,92,4.776510930903924,1.216395248165764,40.391420335693745,63.75459266548922,3.551137393361734
2400.0,1,S2,90,4.851879085451758,1.296496055108321,58.06389144100344,80.6362633561324,6.37296879059164
2460.0,1,S2,92,5.066146293130025,1.3999520986515201,65.8100371675304,80.71926027301775,3.3134299794851345
2520.0,1,S2,95,5.657502209075854,1.4768491091639935,77.24723235113615,97.08574537566372,2.0726050086462218
2580.0,1,S2,94,6.641352839301003,1.6492559220941663,69.64787178876031,76.15063111191982,2.0490641101835414
2640.0,1,S2,97,8.298965910036486,1.9810923410140364,35.196834509894046,50.976803392622735,2.205468534017617
2700.0,1,S2,96,9.732243414475986,2.371050540588907,38.0342080924748,52.976877096589575,4.239553064918838
2760.0,1,S2,96,11.803820631402209,2.7016949542754847,39.53832438814211,55.849015428974,2.498965732597105
2820.0,1,S2,100,11.57977402368947,2.978488907314095,39.58644591842001,50.851989641282515,1.0165103004264953
2940.0,0,S2,94,8.626546061359255,2.334375872716466,163.457246611038,130.5627601666246,0.6035488377896896
3000.0,0,S2,93,6.960941905873934,1.8749697879690321,160.6931128463205,121.74834385779535,0.838889368994441
3060.0,0,S2,90,6.019263453284953,1.6481229937584514,54.52244302122674,56.889734645805994,1.1973199743193865
3120.0,0,S2,89,5.68493971708523,1.4721842017363074,53.36541669287011,72.01832851544275,3.5962296034627292
3180.0,0,S2,91,4.922772957125903,1.3551311143589702,74.6246782608499,84.42679740355369,3.1832415244781718
3240.0,0,S2,92,5.561054567074105,1.2873792248056228,70.6438040606124,82.90583874713398,1.3077403794454483
3300.0,0,S2,90,5.315851331100789,1.3839982682383727,109.4799797588985,109.69559584741904,1.0247188176674618
3360.0,0,S2,87,6.211393816854084,1.4533559087697732,363.0271908112661,260.8505440787169,0.5071753784088435
3420.0,0,S2,88,5.190834442729981,1.3875068305728706,410.14036090862663,295.622914690706,0.6474945136771989
3480.0,0,S2,93,5.095480391036216,1.2837099327213246,264.40829881676757,210.14294405017313,0.7409038218377629
3540.0,0,S2,94,4.570942101576838,1.183985004064022,158.11310490952624,131.75215715181932,1.9206618211904736
3600.0,0,S2,88,3.988735801907894,1.1347760899151724,86.43436824945348,74.76763018443894,2.582253393752322
3660.0,0,S2,87,3.9293666059185224,1.0727063794684268,77.95239335807528,82.42721516895972,2.210077111028093
3720.0,0,S2,86,3.6795303879741317,1.016011847241706,62.29580124049632,74.05755129202963,1.5769447083173693
3780.0,0,S2,91,3.4436126923011074,0.9808682793276142,64.95895664369522,66.77944506371233,2.2734018484396454
3840.0,0,S2,92,3.318053687029787,0.9471405207583822,60.3745824830039,81.07837188056969,2.745854875602256
3900.0,0,S2,91,2.9745488017235053,0.9043376523327489,56.519011053874905,71.59140151585913,2.4221599305857153
3960.0,0,S2,89,3.3773657258798098,0.8833207806836527,96.62313630039877,92.1474563702102,2.0869578830359314
4020.0,0,S2,87,3.387557487629343,0.8986506862297564,134.2576908449583,122.67009395486456,0.6938222168453394
4080.0,0,S2,91,3.1760387974980184,0.904732819126918,155.3480221496335,131.56355852370194,1.0072556704399986
4140.0,0,S2,92,3.200919654366537,0.8744995829192777,98.02668396528964,89.30080603936084,1.3450770519156312
4200.0,0,S2,91,2.9845544854527697,0.8329754108415994,77.62355320750828,71.9499851584633,0.9351199462011337
4260.0,0,S2,89,3.0796134377648396,0.79848391994619,80.77971407445735,69.29962705893952,0.5889286550407168
4320.0,0,S2,89,2.8620026260513503,0.7781136425292765,75.08669756638292,75.00300947098341,1.1583516007323351
4380.0,0,S2,89,2.718772379758594,0.7634103638568559,65.34201269333562,77.64441864008752,1.5516563112659516
4440.0,0,S2,91,3.382454468965679,0.7491351248770732,59.710064063799315,61.02427677205109,1.1004376339847273
4500.0,0,S2,94,3.2657283513518425,0.7450160409279205,78.46528046431435,88.73626863995281,1.8681087461464652
4560.0,0,S2,92,2.8365848560197926,0.7561443156189538,206.92173759930904,167.95561358507794,0.40484597151940455
4620.0,0,S2,93,2.724912199965877,0.7519811171495967,229.30606360538053,177.3992835694521,0.3081451839459376
4680.0,0,S2,92,2.924190199903859,0.7323998760856819,147.28722001537037,124.82866164854195,0.6540626228354467
4740.0,0,S2,90,2.9317489392848626,0.7564497645586132,143.19616057012658,126.65193973690691,0.7726354813694585
4800.0,0,S2,92,3.014082984335304,0.8016062312613281,120.43703198223731,108.15296409047953,1.5986236821363997
4860.0,0,S2,89,3.0906447897036036,0.7714647876732634,78.09703657332447,64.98929691726639,1.3391197543036597
4920.0,0,S2,83,2.9582506285257635,0.7044397398646359,91.46068479100529,75.87357910767861,0.7232878256349972
4980.0,0,S2,86,2.6297680749956136,0.6508817496904353,78.74822690428627,88.25955183414037,1.3950614765885125
5040.0,0,S2,85,2.659525942456091,0.5806910325542753,81.75495671624634,92.69422976795404,1.643507274246646
5100.0,0,S2,85,2.3916644288543227,0.5660427181559775,123.28159492946078,100.58274843638924,1.3316507295497364
5160.0,0,S2,87,2.9854889362746078,0.6347295078944624,162.69307749788425,122.98384769338732,1.074142228052295
5220.0,0,S2,89,3.2941769583758282,0.7241304982365532,373.1106075596066,256.48620438419493,0.4478141277030285
5280.0,0,S2,90,2.8388513367594266,0.7342681742845234,370.41972159629273,262.8147632323626,1.1824707147765583
5340.0,0,S2,90,2.6569076154703115,0.6846752196914808,131.51418616140026,128.36921342222936,1.5474139970269767
5400.0,0,S2,89,2.7174133160846305,0.6608866228671169,101.45921946420499,85.3645243707301,1.8523376557368891
5460.0,0,S2,89,2.6028096571456705,0.6501456323464773,85.09587152152372,97.86252410268538,1.8258184044714976
5520.0,0,S2,89,2.4759329204349285,0.6284459856238547,75.16179027861932,103.38620286397534,2.8352238760368094
5580.0,0,S2,88,2.381136943814357,0.5911935976546207,71.85438112256095,84.36154914372152,1.2783396368172637
5640.0,0,S2,90,2.218150239834852,0.5274926391505095,67.06041971676449,67.2620456998903,0.7173989238186698
5700.0,0,S2,92,2.140637048366676,0.4796058684467077,70.99358895162668,55.376346267501454,0.35576939044484895
5760.0,0,S2,91,2.118503866515929,0.46336026934771285,71.65779545971095,61.697568773635304,0.4649118180932645
5820.0,0,S2,91,2.2905692378616327,0.4706540561457772,71.18552937105079,73.09247219389704,0.9797201524343239
5880.0,0,S2,89,2.500979332378486,0.46141661676342555,124.78282596492606,104.69745364801203,0.6055096925168173
5940.0,0,S2,92,2.1786195147226874,0.41570077152412027,303.0341116467081,230.15159257817115,0.3563158510217517
60.0,0,S3,95,42.81726435603905,11.332825099329968,77.08255246204874,110.0569951999849,1.540128913475145
120.0,0,S3,95,31.629418819302977,8.00170913028566,63.15300687562478,89.24330523873185,2.0985786619669513
180.0,0,S3,97,26.89366878017665,6.913819191775401,68.80857457418003,93.99426568975326,1.3296522205807564
240.0,0,S3,95,24.31258621874126,6.7186902366330985,77.78724408369828,100.9613254989331,2.223258610462887
300.0,0,S3,91,27.23037121250925,7.313175457109772,81.37133105343038,102.85710878024611,5.29180296958459
360.0,0,S3,93,32.269565787207455,8.15805497046851,94.85517273668522,149.22831953581857,1.191965874610689
420.0,0,S3,90,31.45552738651497,8.051644596191478,126.0606749355742,113.7264075176938,0.56049375649699
480.0,0,S3,87,26.990904032628627,7.503643662266813,133.41968575604247,120.17140906949062,0.8360894427511285
540.0,0,S3,90,26.399873933036652,7.107380936182683,136.16630773612047,116.61812673734153,0.36961064338592275
600.0,0,S3,88,21.218555345632897,6.907049158142569,125.96580641168714,120.92418707012216,0.6698699717010769
660.0,0,S3,87,18.92962160151946,6.794345541779904,101.1166779532281,129.66548284608695,1.0296584747020328
720.0,0,S3,90,25.729585570868604,6.610073222139373,112.2534092057838,140.83425700259392,1.695675071869389
780.0,0,S3,94,25.663032950329413,6.502715360475565,119.41847912034395,110.80689059379371,0.9632103989254724
840.0,0,S3,91,20.369952970675648,6.481127698436863,114.76642100239403,100.54941303620294,0.5480587222560821
900.0,0,S3,89,15.823488500199398,6.4490898510514585,130.15766811674987,138.14909244161595,1.5813210851289403
960.0,0,S3,92,14.501096791230694,6.425914140249374,134.27363710345847,146.6110508793395,1.6627172303156401
1020.0,0,S3,90,12.487345252812322,6.445376933368974,127.98136367764202,120.05823152149298,0.828374912838412
1080.0,0,S3,89,10.936846485308633,6.4530043398880075,123.80378727466399,132.20499475535493,1.0207360142336706
1140.0,0,S3,93,9.498054615328437,6.468426520283892,126.53329616842548,125.48247769714892,0.7657527254893768
1200.0,0,S3,92,11.143514460381754,6.467262543567712,115.02956606865274,118.94361392676723,1.3009709916112575
1260.0,0,S3,89,12.941244006329478,6.4678512367014935,110.12551036133735,119.0010475615552,0.630056715203999
1320.0,0,S3,83,15.343815349616452,6.469379105115415,121.11018684097947,112.43601656629265,0.8044297559546972
1380.0,0,S3,88,18.518392554824118,6.463595298835888,119.09662910579885,113.17647196869655,0.9471497848575597
1440.0,0,S3,92,20.983057286379626,6.4884778583209295,106.46625365872703,94.85230261847471,0.7188682993922426
1500.0,0,S3,95,26.781167057856873,6.50855522203235,92.28580348543781,192.0957715751181,0.5021633133175301
1560.0,0,S3,95,28.49503212165512,6.564274354368315,125.23139275805177,207.43285849856426,0.5383740688735444
1620.0,0,S3,93,29.341063691834492,6.591439602398532,163.17334318051996,138.29410502233276,0.35915997277013273
1680.0,0,S3,92,28.759233897713056,6.601630261848171,148.66313403019845,120.19023229922801,0.2678678431388571
1740.0,0,S3,94,28.924336985371276,6.596046374765452,141.11391326422287,125.24082971640368,0.9603665640383806
1800.0,0,S3,92,28.66972915103896,6.549134108138371,138.78551384512576,123.65424244350122,0.7229332959221004
1860.0,0,S3,91,29.35013311999851,6.522340758062203,118.92956465367813,193.49295571548245,0.9625829413734857
1920.0,0,S3,88,27.362446750070397,6.5963124705737215,106.66207920675893,197.40884958787586,4.154100374189653
1980.0,0,S3,86,18.98919234266327,6.730975032194168,99.06471284070213,188.68148517571208,1.3647799414928945
2040.0,0,S3,90,18.173971883727475,6.750908853270823,122.74401624528906,163.79818928557532,0.915690362269579
2100.0,0,S3,90,25.52003868276802,6.639571506530127,157.71013310926864,146.33896044342657,1.5912278339754446
2160.0,0,S3,87,26.766227366442198,6.618127233322735,126.70067570652414,187.73625834969695,0.7702425981449081
2280.0,1,S3,83,31.976247588554962,8.663053486308627,16.0542598735537,67.94156242171972,2.3433240465449394
2340.0,1,S3,90,35.06905046013161,8.947661384393527,44.838568638718385,105.73951952347029,4.13877331735368
2400.0,1,S3,94,28.88608163717703,7.920083370148959,72.08604968663333,112.95209840357727,2.8033125633737273
2460.0,1,S3,93,31.672461480331457,7.989147773982565,76.15781034034691,115.69766410945326,1.1527167171092583
2520.0,1,S3,84,34.03897772272852,8.575444412441524,88.02458228208991,138.24524759707674,3.649443123699752
2580.0,1,S3,83,34.581676160402786,8.964819054944899,70.52144642095428,152.21382888308221,3.8632330965377553
2640.0,1,S3,94,32.15257844459428,8.434535849749842,31.027273023311274,60.47456527607062,2.6474321506159035
2700.0,1,S3,99,28.096948879226986,7.873431527425823,46.90527006558845,98.13045235118108,3.1006642111777496
2760.0,1,S3,94,27.654486584001216,7.443675926355994,57.77397858374467,95.65623319602196,4.528749850148541
2820.0,1,S3,93,28.334717535831608,7.267052670185813,68.11524847513905,104.33582428581455,4.919447690571986
2940.0,0,S3,85,28.24917442526725,7.337603119150799,110.88019555857052,207.035145869076,1.883566330500414
3000.0,0,S3,83,26.876161073771367,7.18996702715076,143.29679502589048,126.73651962937599,0.7768001986707316
3060.0,0,S3,84,22.839970498493475,7.1406350395334135,149.42889379374682,118.27461482217345,0.7670752359278782
3120.0,0,S3,83,25.166098149198078,7.065358134634338,144.05045220159317,149.72467595227454,0.5594616098890421
3180.0,0,S3,84,23.44196171532315,7.0255556337247755,124.55385619223352,142.00602360287965,1.1522038495178137
3240.0,0,S3,91,25.25134985321921,6.96865311681668,120.08957384034305,116.34088432817067,0.7260490982411302
3300.0,0,S3,91,27.574670491721108,6.911448420668564,114.71056745441673,126.4773589201006,1.1951438550288216
3360.0,0,S3,90,27.47554008209644,6.89919351594445,95.24767227178408,107.28063667905664,1.2701710164445805
3420.0,0,S3,93,26.23033219222221,7.100886972385144,77.1844040374867,104.92558125541635,2.179056079010997
3480.0,0,S3,93,26.223932163299157,7.318547231599265,99.02940261885767,145.5837353335829,2.005475731495606
3540.0,0,S3,95,24.14234812164515,7.375929614612594,129.5410299416052,196.06866719320584,0.8579671905017163
3600.0,0,S3,95,28.675008105875463,7.305800827085846,196.39315698069407,249.0629405276835,1.2884814023730686
3660.0,0,S3,92,31.94789698956567,7.263860541583632,219.11042856470453,182.3992716027917,0.6118519207842877
3720.0,0,S3,96,29.8165591348223,7.301385476759118,159.89859517388246,151.3863349044579,0.5985705368255659
3780.0,0,S3,95,31.114081586877823,7.258001090416326,155.88341751431543,147.9947158712994,1.3597698253485928
3840.0,0,S3,91,28.240868702883542,7.205023147693816,156.22458977055945,132.06132502870182,0.8371483782377025
3900.0,0,S3,90,22.894330237162535,7.162900142317256,148.48122261548008,125.75784734529695,0.8797373352803625
3960.0,0,S3,89,23.080096569682,7.082818109843409,165.86550137330647,154.87333041601107,0.8946982751804048
4020.0,0,S3,88,24.13105565086505,7.012854640367147,155.9352794369925,151.38842672658234,0.6311047874938529
4080.0,0,S3,93,25.824726951177944,6.928014261021851,123.94464573797673,119.13445844034031,0.6694389846617621
4140.0,0,S3,89,25.510145836616246,6.889361272436524,120.04283641504098,140.74328659597225,0.4621683122649913
4200.0,0,S3,87,27.761910504744186,6.888821645102719,124.016977760441,184.47437499264552,1.0478278911259231
4260.0,0,S3,89,26.201190902786912,6.8848328490549076,121.77483403430132,208.853722546295,2.1823815817917014
4320.0,0,S3,90,24.459668716912145,6.878674564647218,142.04428286583502,224.01015659448606,2.550222268646434
4380.0,0,S3,95,24.758490073444772,6.878671081017267,141.0803648511248,158.50565046272848,3.6053103921788456
4440.0,0,S3,96,25.618212273237233,6.878904799866239,142.00657149068354,158.28644090044403,2.8798786509373557
4500.0,0,S3,97,27.030441796079245,6.886485269924892,175.0445670992322,195.12465562484118,2.828801004794893
4560.0,0,S3,94,28.026462205089754,6.898916193348494,175.7405836659613,192.8084778804037,2.2745663066592865
4620.0,0,S3,92,27.62322922646653,6.959082988823565,154.83749204293406,175.22828563311901,2.1481450372320285
4680.0,0,S3,89,25.554138561243203,7.071713493472087,145.6007723836424,171.3044845293484,2.6780184996570946
4740.0,0,S3,92,22.419145012515145,7.159870763561916,119.33580263510783,139.98521893163522,1.2141126001510048
4800.0,0,S3,96,22.27565563841486,7.175380742627851,129.14848977409872,141.30622819872752,1.8269781737203716
4860.0,0,S3,94,22.878448015671147,7.180821352758164,147.8944563504623,156.47317488699105,1.2338903744843013
4920.0,0,S3,93,26.675981932352556,7.334729469699364,147.51529553973316,167.87104895395268,2.023466347417952
4980.0,0,S3,92,27.461032615712767,7.7549291187101375,125.10466043935293,175.33018949982107,2.3397169734878958
5040.0,0,S3,95,27.342915644352843,7.971050123675255,129.00276579199578,164.4553202779401,2.312916072580183
5100.0,0,S3,96,28.285717378464494,7.849731362402943,135.8003381178415,136.56203497086707,1.8547233695872711
5160.0,0,S3,96,27.831324423826434,7.714060949568256,138.0862535195981,127.13959707328522,1.4247029592283307
5220.0,0,S3,96,28.764426475592206,7.607565557435811,150.2785874506207,138.1571204209257,2.2748498557381143
5280.0,0,S3,94,27.62704216607834,7.544698336480002,138.84278081433175,151.17106055794417,2.40678964775458
5340.0,0,S3,91,25.525202101091978,7.539615223187804,120.97751965485402,154.22512662986907,2.1552801468799396
5400.0,0,S3,91,24.021956898184694,7.623825560549381,130.51675091711644,158.34859722204465,0.7363159869691985
5460.0,0,S3,91,27.36283916298251,7.782622759283632,114.04787970456537,111.42694969947178,0.6907971246874132
5520.0,0,S3,91,29.28900239040582,7.767875267418933,118.97233372808398,139.4711052238071,1.2755427214500663
5580.0,0,S3,93,26.152485492302922,7.587971350734773,127.32759037591171,144.71557381351067,1.1482215543768006
5640.0,0,S3,95,23.077031174121178,7.480758254838373,121.7632515369923,128.77596278739296,0.6953719321614172
5700.0,0,S3,96,25.265597495443192,7.380039489055357,133.58654285326378,134.0346863230672,0.8723133313652476
5760.0,0,S3,97,32.0587544491755,7.258073100921327,151.83682612827326,186.93185269452707,1.283406618570325
5820.0,0,S3,90,33.88221282859455,7.194234739581638,175.40927863018885,227.41491951140188,1.8142885248000864
5880.0,0,S3,91,30.428789946964432,7.186172882469195,186.45074900016112,169.92158715599265,1.4642583717899174
5940.0,0,S3,95,25.45819630213944,7.182057086610912,163.65428564903712,164.46950006069957,3.26870399845639
6000.0,0,S3,91,23.898276934942555,7.132229849238177,191.6990215193733,195.6438705274881,2.4412379819952084
6060.0,0,S3,91,26.948278182776733,7.016166135490256,201.66939660221794,219.710913588343,3.8801456596068804
6120.0,0,S3,92,27.81857425199091,6.932297892221124,174.14666359009132,203.10457360162127,3.5980558790596793
6180.0,0,S3,91,26.978507935842025,6.8872110840844325,169.40328327234036,219.30406427635086,5.316728013858135
6240.0,0,S3,90,22.188233935993278,6.879217735028529,130.18773873412374,191.72418358636585,3.3644559681037722
6300.0,0,S3,89,20.53238755658641,6.945297457617896,140.95461709937936,131.61751224361376,1.0539240351399377
6360.0,0,S3,89,26.605255908643883,7.103799400828141,127.77438900161503,245.53208918263454,1.3847092483106682
60.0,0,S4,90,5.225449991290973,1.5335180010580058,85.51638490082613,93.96668882399005,2.344711085526488
120.0,0,S4,86,4.859751358755582,1.4048783381519012,68.47346983634299,73.48883980051284,1.5820527599808005
180.0,0,S4,87,4.466157432942881,1.3015348633515997,58.784488937011325,61.26805771766986,2.1836444028390725
240.0,0,S4,89,4.65367909561347,1.2451747299359892,56.446518792512954,71.522610304398,2.306387170105672
300.0,0,S4,90,4.932947238770278,1.2207173689282185,70.56943638342254,83.3268371484248,2.206449605772649
360.0,0,S4,87,5.24548697747042,1.2130082398641875,92.8727165273674,95.3547881803369,0.7804871342252792
420.0,0,S4,86,5.2489745798197545,1.2091042761126944,91.1272043971404,71.54945253623343,0.531276304642056
480.0,0,S4,88,5.363877441464071,1.2107578881045553,82.916044122816,61.9527291547112,0.5253163624530717
540.0,0,S4,88,5.433553354902614,1.2132579646025112,86.17068556865654,74.41442933279816,0.8574303880690543
600.0,0,S4,87,5.472688681715615,1.211467755667399,76.10285712818823,71.110581263344,0.8255654560794313
660.0,0,S4,91,5.537903370685188,1.2107836251592916,69.20919059189993,83.08841935965832,0.5492529543038124
720.0,0,S4,91,5.331076713496386,1.2168972928964141,81.63465983927924,109.32483037265342,0.9724661591686219
780.0,0,S4,89,5.097817930621887,1.2265390509812246,89.96256721598323,90.01627658109005,0.85078385191589
840.0,0,S4,89,4.872366156006175,1.2373104518354472,75.40675607522589,114.8558006039495,1.1516461834741434
900.0,0,S4,89,4.827016550595326,1.2438219283003924,108.11272953294439,139.33845309246587,0.2799771564446165
960.0,0,S4,89,4.384555151026362,1.249970082583636,114.8367614417337,94.53072557022806,0.3317241887353355
1020.0,0,S4,91,3.497122228444875,1.259062049793941,96.99356433115187,87.25931799545906,1.1257859731295636
1080.0,0,S4,90,3.5504656841896893,1.2617587501420082,111.3362221973507,103.5170231328094,1.2209355768038832
1140.0,0,S4,89,4.199558136149975,1.267395168810691,105.1530349492608,114.56159901225016,0.7620604029239779
1200.0,0,S4,89,4.362991573205353,1.2842692744599797,73.88009012268077,123.44580909786337,1.1921345991131964
1260.0,0,S4,89,4.143108016861642,1.2882445641984364,85.4915852204474,120.09500896879453,2.380717639089378
1320.0,0,S4,90,4.276917244940193,1.2791031708491922,100.27325715746298,88.76933602659426,1.11408952213121
1380.0,0,S4,91,4.499195692594356,1.2816867168524122,92.30722066033901,79.23528677200775,1.014427220803111
1440.0,0,S4,89,4.361814622065553,1.3206962537570723,82.12664824550446,152.26007402333522,1.9849601909034424
1500.0,0,S4,88,3.5961256788402975,1.3556695049823386,72.54763053549266,133.8740415457218,1.3749903675649722
1560.0,0,S4,91,4.436887713899234,1.333573167705959,94.8841155921531,114.38408784589343,0.4458785107489963
1620.0,0,S4,93,5.300099445504611,1.3095730868148072,104.18167884445347,111.0232303554882,0.43199176973098075
1680.0,0,S4,93,5.443182736836404,1.304937238257445,78.23544885178303,81.28527931267068,1.076545705919761
1740.0,0,S4,91,5.5332773044784505,1.3050642545489632,67.35337840939566,106.80396759001803,1.5687313215607925
1800.0,0,S4,88,5.48735106876683,1.3115146709894319,80.7867453134173,116.66717389079062,1.654904096621057
1860.0,0,S4,86,5.340601356855467,1.3223512082714979,108.9501539898947,110.20975671958665,1.8123959382459907
1920.0,0,S4,89,5.098082320769478,1.3297398601331574,101.08403732972491,120.26698384121714,2.023255182994261
1980.0,0,S4,91,4.608226574689973,1.3360043404278286,71.90360473529974,92.13283909388481,1.231754889612086
2040.0,0,S4,92,3.943472128922244,1.3446963168702275,65.63749941200189,66.74195972270638,1.3047559679939633
2100.0,0,S4,89,3.59723111958579,1.3486994748222043,53.02162310800001,56.07315375463358,0.6069811596102208
2160.0,0,S4,91,3.4974989370476117,1.3521972215964522,70.46528734916843,87.42470966674276,2.0390120816792336
2220.0,0,S4,88,2.818500472995678,1.3625038644877332,75.40325592829451,130.06987082772625,2.132706346800753
2280.0,0,S4,88,3.027209455262685,1.3583529332586948,87.07618375245443,114.82232702347683,1.0016831704641245
2340.0,0,S4,89,3.4949092271909765,1.353110500998814,89.33785852762983,87.09569525340171,0.9419196933877938
2400.0,0,S4,90,2.4125236967429333,1.36815687498112,72.05853588212395,111.59401855704125,2.1230347063910293
2460.0,0,S4,91,3.4382140417416953,1.376653596292582,77.35709640022598,116.43236962198418,1.3980778470375186
2520.0,0,S4,88,3.8014013037947696,1.390268251224492,85.49376394491816,102.65395290126153,1.4089216263554243
2580.0,0,S4,88,5.633102047136749,1.3808302273567192,83.1952730594266,109.25944955407326,0.8600892517606539
2640.0,0,S4,89,5.934155169283597,1.380953310155676,77.80485668648124,105.60965482591013,3.2132624561061274
2700.0,0,S4,90,6.288611574829816,1.3844260532187276,100.21914762669063,112.56700637137395,1.8713189994214383
2760.0,0,S4,92,5.339251032339191,1.405903615758768,97.19011455568382,94.30492750228674,0.18470550853305298
2820.0,0,S4,91,4.976564599354748,1.41362831561434,66.40961726766659,74.89435585639109,0.4506951200637577
2880.0,0,S4,94,4.250578923881762,1.4222661746117373,64.76905417376138,126.177225985685,0.7577865574239975
2940.0,0,S4,91,2.780484097656202,1.4436695051496724,110.93332028920614,160.3977815004691,1.3872295905975405
3000.0,0,S4,92,3.844238177805151,1.4481309178676893,126.81671857719842,129.61299297050402,1.2462487458362415
3060.0,0,S4,92,4.946417507954281,1.4500970056615479,99.54687353382451,161.31671981137515,1.6369869218273954
3120.0,0,S4,88,4.990045822595384,1.4501974764274148,102.45811421142798,168.54712580356505,2.0941188823341546
3180.0,0,S4,86,4.8220392968960475,1.4517513263433703,96.34857579607937,178.84835449028915,1.8615025605136155
3240.0,0,S4,91,5.028066385101945,1.4794457300447599,84.62241063070927,149.9206313370592,2.625018920527199
3300.0,0,S4,93,4.7665670397682245,1.5168559778607345,66.36179607687757,97.7573893191568,3.1416507981382398
3360.0,0,S4,93,4.504959498964652,1.5206792797061086,58.88133542819474,90.7617424812238,0.8291744664670074
3420.0,0,S4,89,6.307718178646522,1.4969842165873548,68.04349238267491,98.2708393326589,1.0379742208129283
3480.0,0,S4,90,6.120576390849011,1.6118819944768235,61.1045516616089,79.23533178007114,2.1663101946611905
3540.0,0,S4,85,9.395001827623812,2.135491133987859,54.08434725570608,108.04417055527139,2.4885168869359204
